Index,Recipient Name,State/Territory,Type,Interim Report Status,Interim Report,Recovery Plan Status,Recovery Plan
 ,"Parish Of Caddo, Dba Caddo Parish Commission",Louisiana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCN/UsSbT1GGZ0cKTxNpirHd9lOCU8EouKQuWfP.F3vr7Zw,Not Applicable,
 ,"Pinal County, Arizona",Arizona,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCO/5W9uhrx7QnDcr30mMRLZAK8Qzj5fJtb.7J39RhfdzDQ,Submitted,https://home.treasury.gov/system/files/136/Pinal-County_2021-Recovery-Plan_SLT-2852.pdf
 ,"Placer County, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCP/MC81W8IGds.TVEdh9NryldI61kIxoOkz8bN5FEgrvMk,Submitted,https://home.treasury.gov/system/files/136/Placer-County_2021-Recovery-Plan_SLT-1259.pdf
 ,"Polk County, Iowa",Iowa,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCQ/vtFrs4N5da2GXrqSAUX9dcUXlD.y_ZrOxFn21vyQLSI,Submitted,https://home.treasury.gov/system/files/136/Polk-County_2021-Recovery-Plan_SLT-1944.pdf
 ,"Pulaski County, Arkansas",Arkansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCR/JXTnPsRuZbS3uA.mYFxWBxRr2VdwdAwRXCLvs3OOGkg,Not Available,
 ,"Rockingham County, New Hampshire",New Hampshire,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCS/WBFuMCmomkrKDmtRKuBX_c.Gk.QQQPS08ljYflX0qHY,Submitted,https://home.treasury.gov/system/files/136/Rockingham-County_2021-Recovery-Plan_SLT-1209.pdf
 ,"Rutherford, County Of",Tennessee,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCT/g15E8dNeFENQQsWphekvwuzs3q3wDJm54qwjuaCBQ7I,Submitted,https://home.treasury.gov/system/files/136/Rutherford-County_2021-Recovery-Plan_SLT-2832.pdf
 ,"St. Johns County, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCU/1NBUlKCelcZHxlO5Nsa9rh3KT4wnr6sSJ6qmafMQhgM,Submitted,https://home.treasury.gov/system/files/136/St-Johns-County-2021-Recovery-Plan-SLT-8672.pdf
 ,"Salt Lake City City, Utah",Utah,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCV/Irdo735qSEdhOIdiJFWi9SXkaVR0S22akoszowu0caM,Not Applicable,
 ,"Sarasota County, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001ells/WtUK3ZF39zsmo_h8U6QBy3sXA_LlnGN8w0pe_.HKoz0,Submitted,https://home.treasury.gov/system/files/136/Sarasota-County_2021-Recovery-Plan_SLT-0607.pdf
 ,"Seminole County, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001ellt/FcVIcaSbx1GHS6T4iVybSTfOCYiBFchLkabbOdqi_Xw,Submitted,https://home.treasury.gov/system/files/136/Seminole-County_2021-Recovery-Plan_SLT-0548.pdf
 ,"Smith County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001ellu/FfKbuVrKMq6GVNssvAKLMG_YvTilTay8wAyIIZoZu0k,Not Applicable,
 ,"St. Joseph County, Indiana",Indiana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001ellv/wBocK.gvq04A2VvCiNiaL.bSiwTTWePKLJnrzd6bzUY,Submitted,https://home.treasury.gov/system/files/136/St-Joseph-County_2021-Recovery-Plan_SLT-2153.pdf
 ,"St. Lucie County, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmD/cotFBoLMsbuICOV_b2brAhUciByP2kqPYEO2VtZlApw,Submitted,https://home.treasury.gov/system/files/136/St-Lucie-County_2021-Recovery-Plan_SLT-3948.pdf
 ,State Of Alabama,Alabama,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmE/3RnwO_aS1u3XI8F7bGLk6nFHVSN1maQCyzQ8ZS_gIlc,Submitted,https://home.treasury.gov/system/files/136/Alabama_2021-Recovery-Plan_SLT-5312.pdf
 ,State Of Georgia,Georgia,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmF/u6c9f1cMrs3zlVQ8GwoKEh6tIo0EVIrc9hOBlQSwqXQ,Submitted,https://home.treasury.gov/system/files/136/Georgia_2021-Recovery-Plan_SLT-1189.pdf
 ,State Of Idaho,Idaho,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmG/YkJoe_cyVJl9cJ7wcIrziLZizL5_8mks0kLhvp2Ov5M,Submitted,https://home.treasury.gov/system/files/136/Idaho_2021-Recovery-Plan_SLT-0829.pdf
 ,State Of Maryland,Maryland,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmH/lv.ImOkcawFfo4f1bWe8Ub_da8N5sia_anGejgnSSjo,Submitted,https://home.treasury.gov/system/files/136/Maryland_2021-Recovery-Plan_SLT-0958.pdf
 ,State Of Nebraska,Nebraska,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmI/l.LzgrpR0i2cKpN_yj1IsGIFAVkwPlrn1HSbttAq.Uc,Submitted,https://home.treasury.gov/system/files/136/Nebraska_2021-Recovery-Plan_SLT-2222.pdf
 ,State Of Nevada,Nevada,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmJ/8vU3U5BSB5u0Vo8Odsr3WdQW.4.mVjDrzVyxIcbGKMU,Submitted,https://home.treasury.gov/system/files/136/Nevada_2021-Recovery-Plan_SLT-4956.pdf
 ,State Of New Hampshire,New Hampshire,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmK/R3Um5Hd9sCtF5.nT6Dsi_2f6CN726qSEs4qMcSgK.Z8,Submitted,https://home.treasury.gov/system/files/136/New-Hampshire_2021-Recovery-Plan_SLT-1811.pdf
 ,State Of Rhode Island,Rhode Island,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmL/4ED9z9jYvjX1A0Hp2lvT3ivcaXKT4ftmHYNvetirTmw,Submitted,https://home.treasury.gov/system/files/136/Rhode-Island_2021-Recovery-Plan_SLT-0547.pdf
 ,"Mahoning County, Ohio",Ohio,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmM/xEO6Zp3g3yOEONqdGAMoFygnZ75Ajh20Ifr_oueEJEU,Not Applicable,
 ,"Town Of Babylon, New York",New York,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmN/vTnEskJ1quNhD_g5SGQG.x9w1AJI8zzKXw17aLxGRlk,Not Applicable,
 ,"Town Of Brookhaven, New York",New York,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmO/ZsF2btNk.iDNr_JlDNDbQPo4Uu0CSHqtA10criIx4XU,Submitted,https://home.treasury.gov/system/files/136/Brookhaven_2021-Recovery-Plan_SLT-4469.pdf
 ,"Town Of Gilbert, Arizona",Arizona,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmP/OiACyFfQdpn1f5CU_APDWXxqpdcNQCVCThdupB1NZ_M,Submitted,https://home.treasury.gov/system/files/136/Gilbert_2021-Recovery-Plan_SLT-4369.pdf
 ,"Tuscaloosa County, Alabama",Alabama,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmS/eT04IwVkf781LPETx.5lBeOV2wTRmEtVIWqkFwwH1UM,Not Applicable,
 ,"Union County, North Carolina",North Carolina,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmT/Vw9Vwm26TN7VvJSF9jFxWqgn0QIne_niv1dkqr3hKDc,Not Applicable,
 ,"Warren County, Ohio",Ohio,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001enAu/wthdwItW_Wb.zfupk24pe6OwAYclZWEpIyuTC5lkZlY,Not Applicable,
 ,"Washington County, Minnesota",Minnesota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmU/pg3gZxTBTP_bLgGN3fj662jPIQtXpIN9KM8S6ZiP_ok,Submitted,https://home.treasury.gov/system/files/136/Washington-County_2021-Recovery-Plan_SLT-1270.pdf
 ,State of Washington,Washington,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmV/gPKUdk_XiCWaj9En.5yb2zoM.VjJDagX.5Lybh3.E4w,Submitted,https://home.treasury.gov/system/files/136/Washington_2021-Recovery-Plan_SLT-0872.pdf
 ,"Washoe County, Nevada",Nevada,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001els1/7_SNYPiBPcAqRWez8sckCCim.scU9KKwdTadtORbuBM,Submitted,https://home.treasury.gov/system/files/136/Washoe-County_2021-Recovery-Plan_SLT-0610.pdf
 ,"Webb County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001els2/YLCh2OhIHofM.5dRl2UZqF1_niU9enwFx4n1vEuPf3k,Not Available,
 ,"Westmoreland County, Pennsylvania",Pennsylvania,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001els3/Zemdhag3WV_eheD61cI.OFFZ7HGIlcK9zgk68MCeDEI,Submitted,https://home.treasury.gov/system/files/136/Westmoreland-County_2021-Recovery-Plan_SLT-0708.pdf
 ,"Whatcom County, Washington",Washington,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001els6/5MHQNu.Eu5wWa_rbZaHlXmxrWxQQtJF.J4oTy7bJfEw,Not Applicable,
 ,"Wichita City, Kansas",Kansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001els7/TXd909sNEHcrYWCaQ4bF2D4A7yGvurSOaPoztQp_jqs,Submitted,https://home.treasury.gov/system/files/136/Wichita_2021-Recovery-Plana_SLT-4222.pdf
 ,"Winnebago County, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001els8/QunttwsQoOsRy_WnBKPROawYsyk6qDc3yJrbQydTGq0,Pendiing,
 ,"Yakima County, Washington",Washington,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001els9/Zh9Aes1XtaSX0DERQBWDaK4Cb_sxPTMekuCBVzL.fuA,Submitted,https://home.treasury.gov/system/files/136/Yakima-County_2021-Recovery-Plan_SLT-3675.pdf
 ,"Yavapai County, Arizona",Arizona,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elsA/G.pBR9PuLv.yRQPLRdQKNaeY0M6ay2RYWdmJ8gL7ux8,Not Applicable,
 ,"Yuma, County Of",Arizona,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001enAv/LaItgqw058mHcOK2ZCI06Vw9A_4C.PAvZiXj.P2i3rw,Not Applicable,
 ,State Of Arizona,Arizona,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elsB/dBHkMlPZvZhCSWto72A6pCwQYGL4zmH6WEn_eUHSmpY,Submitted,https://home.treasury.gov/system/files/136/Arizona_2021-Recovery-Plan_SLT-4369.pdf
 ,State Of Wyoming,Wyoming,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elsC/R2LGNU8hEovwLxerwNhjOkQOtwP2UbLhSL.URMBl81Q,Submitted,https://home.treasury.gov/system/files/136/Wyoming_2021-Recovery-Plan_SLT-0931.pdf
 ,State Of Kansas,Kansas,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elsD/oh3vdQ9OqKOF.IoXyxVpQPPmYdtuLh4UIxnxq3koRG4,Submitted,https://home.treasury.gov/system/files/136/Kansas_2021-Recovery-Plan_SLT-0537.pdf
 ,Commonwealth Of Massachusetts,Massachusetts,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eyma/upGkefuidkUyV6RZdZeIQOZgi6t.KdoV51G.41LVt1k,Submitted,https://home.treasury.gov/system/files/136/Massachusetts_2021-Recovery-Plan_SLT-3324.pdf
 ,Commonwealth Of Puerto Rico,Puerto Rico,Territorial Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elsF/MYH6vfseyJgzVa3j.xCvUo5MrH1.3HbcDlP0gclNTqI,Submitted,https://home.treasury.gov/system/files/136/Puerto-Rico_2021-Recovery-Plan_SLT-0669.pdf
 ,"Gadsden County, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elsG/kxd52sJrZ6gNfmdK074bMArAGlaCZqXAgwPiAKqbVZA,Not Applicable,
 ,"Benton County, Arkansas",Arkansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elsH/qcFU5DgoB6qmvOST8k02RrVqNOvghs9OKw90KOrOOtw,Not Available,
 ,"Mecklenburg County, North Carolina",North Carolina,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elph/rtnht.BouJAipu0TExO_zciYnuzaZ1gFyYz3LwrLSik,Submitted,https://home.treasury.gov/system/files/136/Mecklenburg-County_2021-Recovery-Plan_SLT-3169.pdf
 ,"City Of Cincinnati, Ohio",Ohio,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elpi/jaRUjWFjSJF4dE2rZ1k0t1qxnb2zk6_J77fu_FpE2t4,Submitted,https://home.treasury.gov/system/files/136/Cincinnati_2021-Recovery-Plan_SLT-1806.pdf
 ,"Deltona, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elpj/.XDAdAYxr_z6PYHIZv66lRRYMhbP36esSIp0N5pICfQ,Not Applicable,
 ,"Alexandria, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elpk/.BaT9I_VAstOrNCQMYyvJxoLnFOOtT5DTcvyMiaWBRI,Not Applicable,
 ,"Arlington County, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elsL/.i04kX5sPJxZ9QJBtpU8Moeb8E0aTiNrxuwEMD8jcCo,Not Applicable,
 ,"County Of Tulsa, Oklahoma",Oklahoma,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elsM/42JUOeOYtvpOm5FvCAT4SID2PdWEZ0960o2_MxAu.M0,Submitted,https://home.treasury.gov/system/files/136/Tulsa-County_2021-Recovery-Plan_SLT-0595.pdf
 ,"City Of Detroit, Michigan",Michigan,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elsN/GzT2Vio2vprwETksOgFA4x_6N07gC9bWDy.NxmC7zB0,Submitted,https://home.treasury.gov/system/files/136/Detroit_2021-Recovery-Plan_SLT-1327.pdf
 ,"Winchester City, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elwy/.nTK02rRfZ7SCd_DZxDHKB4Uk1vgVfEXkQFMGfp6MBA,Not Applicable,
 ,"County Of Marin, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elwz/nR.jBS9PYvJtIvtQ5mEynp9LTMrFSXEkBw7REujTgQc,Submitted,https://home.treasury.gov/system/files/136/Marin-County_2021-Recovery-Plan_SLT-3128.pdf
 ,"Broward County, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elx0/OBc7XYitcvfEJm0PZVt_pndF.npjMvAvZdvFsX0Xv9g,Submitted,https://home.treasury.gov/system/files/136/Broward-County_2021-Recovery-Plan_SLT-0801.pdf
 ,"Lyon County, Kansas",Kansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elx1/i27RsFdin2zGgE3NkBLBGBaPnILr__WXFlgHuYGHTQw,Not Applicable,
 ,"Crawford County, Kansas",Kansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elx2/R0QimXDo91wI5brHBDcwroyRn2oO7ByI0.wK9RiTVYg,Not Applicable,
 ,"Barton County, Kansas",Kansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elx3/JjIiaRjam3v.2_Let.UEhA9H5t.gL.a4963bEDqG38M,Not Applicable,
 ,"Reno County, Kansas",Kansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elx4/jIJXx5GUAwhuz9SblNcG6r0HhxsLKh_c1SvRZ4UvoGA,Not Applicable,
 ,"Harvey County, Kansas",Kansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elx5/o._kTvn1x7K7oszQf97zl9HrdqwdpWnPrbH2Qnzvh9g,Not Applicable,
 ,"Erie County, New York",New York,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elx6/7xB7CWLNc.5B.quHI2BXZyomAohE8.80A_5s5tjI7SA,Submitted,https://home.treasury.gov/system/files/136/Erie-County_2021-Recovery-Plan_SLT-0555.pdf
 ,"North Little Rock, Arkansas",Arkansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elx7/MpZAuvU9ujL60Zoii6dEz6IE966QAcspUIQfDD1s9.M,Not Applicable,
 ,"Cobb County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elx8/bqZ5gcEw6UVhCf4AJ3NbDwvFxzCQ_GUtSI_0Ta4G5Ys,Submitted,https://home.treasury.gov/system/files/136/Cobb-County_2021-Recovery-Plan_SLT-1556.pdf
 ,"Long Beach City, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxB/m7MPLc6s8RFw8d65flzcWPieaNaAHULcoA4hsd5oSL4,Submitted,https://home.treasury.gov/system/files/136/Long-Beach_2021-Recovery-Plan_SLT-0553.pdf
 ,"Auburn, New York",New York,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxC/zdrfkMIFhNZpgPRgQEQxfwrDZSXr4EsBWbwoh1piYL4,Not Applicable,
 ,"Umatilla County, Oregon",Oregon,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxD/zmhb0asWIvl2Urxq3UzIusr2_TEfrlos3BZvdptqwOo,Not Applicable,
 ,"Redford, Michigan",Michigan,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxE/Rmh.oVgUEO.yQqvQLgSNT5SFgqH5lhCoVVL7uEZnZds,Not Applicable,
 ,"Greenville, South Carolina",South Carolina,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxF/S7VDmqAG9iZxbpaeKWNiKzPnt4M1YNoQbNYpfw1zbXA,Not Applicable,
 ,"St. Clair County, Michigan",Michigan,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxG/EoAJkRQ9D.QSWy.zv85s34CjrRgsenjD8I2ZG80DN.U,Not Applicable,
 ,"Gaithersburg, Maryland",Maryland,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxH/5o7zPeUXgr.9bnLXKYbV2LaMqox6GAH0zyLizV4Jt2M,Not Applicable,
 ,"Cheshire County, New Hampshire",New Hampshire,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elxI/wMwT84Wv8xC_bRFRe_rMIFOkpwY39T84wiCwn3M8tQg,Not Applicable,
 ,"Lassen County, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em2b/R8rTonXBW7h1kHqkwtiv8UMBBwh1CwgFAKeEApNSIUU,Not Applicable,
 ,"Klamath County, Oregon",Oregon,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em2c/A6kDuvTpXBckvJ14LSARKHCO3Pk2Pgw12_N4uKLKuiw,Not Applicable,
 ,"Roanoke County, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em2d/M9dhuIy3ZPpZ1m.K.0j4U.taqR4mHMzntN3YkQTCKUg,Not Applicable,
 ,"Vernon Parish Police Jury, Louisiana",Louisiana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em2e/cTjVvqsVH2r12sZd8D5Thsdne76CV_DqJpxp3Nphpbk,Not Applicable,
 ,"Marion City, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em2f/OgQBa91ztDPolSgeRc0mB667YLMUbDUwEj51cxC6I5s,Not Applicable,
 ,"Bossier Parish, Louisiana",Louisiana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em2g/zJkL9X9qj5860H71SZwSvCM_uh5KRx.FpVqybi8sqkw,Not Applicable,
 ,"Barnstable County, Massachusetts",Massachusetts,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em2h/mDI_KZby4E7De_EIFY4ee3sTdFdqKgj6HwiuWo4BLIE,Not Applicable,
 ,"Bethlehem, Pennsylvania",Pennsylvania,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em2i/Nni_7cES21K7sSk2s6A4WkNrBbBCMKRZBmnwCSE3eJU,Not Applicable,
 ,"Rochester, Minnesota",Minnesota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em2j/VQE.KEHKv2McfTdq1fgVue31Np13trkhx9ENERDaqJo,Not Applicable,
 ,"Dodge County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em2k/hYmWYw2w41iY1ASA7TEcP6UHEgAZdrj0sxQjnlbbqlo,Not Applicable,
 ,"Sumter County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em2l/qxhR5yU5faUsS28T1QWU06OlMilDSwosYcMA0yq8PNw,Not Applicable,
 ,"Lee County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em2m/7wmDMaCPUhaJYTxKw5807tkUzshUXhYbI00Pwn3XhD4,Not Applicable,
 ,"Fauquier County, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eymn/u0L2jvfXRksiZkAwlI6UwEWSPQz_3S3qvyuzhld0s9M,Not Applicable,
 ,"Niagara Falls, New York",New York,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em2q/_zj12f54uxjW0clpn_G_JbWUgdu4EwZzrHHYWMKLV18,Not Applicable,
 ,"Sibley County, Minnesota",Minnesota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em2r/p0jIjG8WyPWdSEDGk5yecBTTXPHLrmoCn9evJxt9kiI,Not Applicable,
 ,"Fannin County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em2s/BWyd6MviutF_5GU_bvYaPdgYP5siYCEJ8HhQruXLVA0,Not Applicable,
 ,"Roseville, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em2t/b0dWy4dWEiYX3AaJLcD3X.mXfjXQLnS5xxOgRRxaojQ,Not Applicable,
 ,"Leavenworth County, Kansas",Kansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em2u/G8oZYGJD6HuzOuCE92hXKVZzUiJBWEVQdi7jCu8mgUs,Not Applicable,
 ,"Beaumont City, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em2v/kpHxU4guHOLbR_lJPdooUq1Y8LyVkypl8uC_PtqdAn4,Not Applicable,
 ,"Polk County, Wisconsin",Wisconsin,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em2w/Adn1cLP6Z3X6rPSTFrAiyH9xi8uDE_LUxG7VXhzvzUo,Not Applicable,
 ,"Inyo County, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em2x/AolLS0bq1KWDjUMV8.RZ.pAMuSxuPsvYEBJet.ao.Sc,Not Applicable,
 ,"Waukesha County, Wisconsin",Wisconsin,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eymo/ola5c1bqe5cl2_tRerkhYPEqQZMErpE2CCRyGxO03ds,Submitted,https://home.treasury.gov/system/files/136/Waukesha-County_2021-Recovery-Plan_SLT-0746.pdf
 ,"Charleston, West Virginia",West Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em2z/LVmiU1Vwg52MhfLdmyCM9fH6jQ80Dlmo5JgmDJItTg4,Not Applicable,
 ,"Greenwood, Indiana",Indiana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em30/aafdsj1sX82a8n8c4mn6BKFTPwBUMfMXFOBmeqstv_k,Not Applicable,
 ,"Putnam County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em31/PAK7lDvfw6JUJ0g16kTSRoOL8RCOdAPcnMCXpFtA7uc,Not Applicable,
 ,"Grayson County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em7v/F9omN.Doa3_DYRyoT3uMB7AweQdVg8t3y1O9mQqGOrc,Not Applicable,
